Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
2153998,"I, Pencil: My Family Tree As Told to Leonard E. Read",Leonard Edward Read,"Read, Leonard Edward",,"=""1572462094""","=""9781572462090""",3,4.34,The Foundation for Economic Ed,,11,,1958,2024/05/01,2024/04/26,,,read,,,,1,0
58784475,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,"Zevin, Gabrielle",,"=""0735243344""","=""9780735243347""",3,4.12,Knopf,Hardcover,416,2022,2022,2024/04/30,2023/09/10,,,read,,,,1,0
53424992,The 5am Club,Robin Sharma,"Sharma, Robin",,"=""""","=""""",0,3.68,,Paperback,314,,2018,2024/04/30,2024/04/30,summary-read,summary-read (#7),read,,,,1,0
18373,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,"=""015603008X""","=""9780156030083""",0,4.24,Harvest Books,Paperback,311,2004,1966,,2024/04/26,to-read,to-read (#89),to-read,,,,0,0
24874342,A Modest Proposal,Jonathan Swift,"Swift, Jonathan",,"=""0141398183""","=""9780141398181""",0,4.02,Penguin Classics,Paperback,56,2015,1729,,2024/04/23,to-read,to-read (#86),to-read,,,,0,0
24874318,Socrates' Defence,Plato,"Plato, Plato",,"=""0141397640""","=""9780141397641""",0,4.19,Penguin Classics,Paperback,56,2015,-399,,2024/04/23,to-read,to-read (#85),to-read,,,,0,0
23215490,"13 Things Mentally Strong People Don't Do: Take Back Your Power, Embrace Change, Face Your Fears, and Train Your Brain for Happiness and Success",Amy Morin,"Morin, Amy",,"=""0062391542""","=""9780062391544""",0,3.91,William Morrow,Hardcover,272,2014,2014,2024/04/22,2024/04/01,summary-read,summary-read (#6),read,,,,1,0
20958539,"Unlimited Memory: How to Use Advanced Learning Strategies to Learn Faster, Remember More and be More Productive (Mental Mastery, #1)",Kevin Horsley,"Horsley, Kevin",,"=""1631619853""","=""9781631619854""",0,4.01,TCK Publishing,Kindle Edition,126,2014,2014,2024/04/15,2024/04/15,summary-read,summary-read (#5),read,,,,1,0
370493,The Giving Tree,Shel Silverstein,"Silverstein, Shel",,"=""0060256656""","=""9780060256654""",3,4.39,HarperCollins Publishers,Hardcover,64,1964,1964,2024/04/04,2024/03/26,,,read,,,,1,0
81779,The Symposium,Plato,"Plato, Plato",Christopher Gill,"=""0140449272""","=""9780140449273""",4,4.09,Penguin Books,Paperback,90,2003,-380,2024/04/12,2024/03/30,,,read,,,,1,0
1303,The 48 Laws of Power,Robert Greene,"Greene, Robert",,"=""0140280197""","=""9780140280197""",0,4.09,Penguin Books,Paperback,452,2000,1999,2024/04/12,2024/04/07,summary-read,summary-read (#4),read,,,,1,0
40597810,Daisy Jones & The Six,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1524798622""","=""9781524798628""",0,4.20,Ballantine Books,Hardcover,368,2019,2019,,2022/01/22,to-read,to-read (#22),to-read,,,,0,0
35959740,Circe,Madeline Miller,"Miller, Madeline",,"=""0316556343""","=""9780316556347""",0,4.22,"Little, Brown and Company",Hardcover,393,2018,2018,,2021/05/23,to-read,to-read (#20),to-read,,,,0,0
206318521,Just Kids,Patti Smith,"Smith, Patti",,"=""006621131X""","=""9780066211312""",0,4.21,Ecco,Hardcover,262,2010,2010,,2024/02/13,to-read,to-read (#53),to-read,,,,0,0
3063393,Pragmatic Thinking and Learning: Refactor Your Wetware,Andy   Hunt,"Hunt, Andy",,"=""1934356050""","=""9781934356050""",0,4.12,"Pragmatic Programmers, LLC, The",Paperback,251,2008,2008,,2024/04/09,to-read,to-read (#83),to-read,,,,0,0
26324,Social Intelligence: The New Science of Human Relationships,Daniel Goleman,"Goleman, Daniel",,"=""0553803522""","=""9780553803525""",0,3.99,Bantam,Hardcover,416,2006,2006,2024/04/09,2024/04/09,summary-read,summary-read (#3),read,,,,1,0
295,Treasure Island,Robert Louis Stevenson,"Stevenson, Robert Louis",N.C. Wyeth,"=""0753453800""","=""9780753453803""",0,3.85,Kingfisher,Hardcover,352,2001,1882,2024/04/07,2021/03/02,dnf,dnf (#6),read,,,,1,0
60657589,"Emily Wilde's Encyclopaedia of Faeries (Emily Wilde, #1)",Heather Fawcett,"Fawcett, Heather",,"=""059350013X""","=""9780593500132""",0,3.96,Del Rey,Hardcover,317,2023,2023,,2024/04/04,to-read,to-read (#76),to-read,,,,0,0
52529,"The Secret (The Secret, #1)",Rhonda Byrne,"Byrne, Rhonda",,"=""""","=""""",0,3.74,Atria Books/Beyond Words,Hardcover,199,2006,2006,2024/01/01,2024/04/01,summary-read,summary-read (#2),read,,,,1,0
905,The Inner Game of Tennis: The Classic Guide to the Mental Side of Peak Performance,W. Timothy Gallwey,"Gallwey, W. Timothy","Pete Carroll, Zach Kleiman","=""0679778314""","=""9780679778318""",0,4.19,Random House Trade Paperbacks,Paperback,134,1997,1974,2024/01/01,2024/04/04,summary-read,summary-read (#1),read,,,,1,0
581552,In the Penal Colony,Franz Kafka,"Kafka, Franz",,"=""""","=""""",4,3.92,Schocken Books,Paperback,52,1974,1918,,2024/02/11,,,read,,,,1,0
54875689,A Bright Ray of Darkness,Ethan Hawke,"Hawke, Ethan",,"=""0385352387""","=""9780385352383""",0,3.70,Knopf,Hardcover,237,2021,2021,,2024/03/30,to-read,to-read (#75),to-read,,,,0,0
32998876,101 Essays That Will Change The Way You Think,Brianna Wiest,"Wiest, Brianna",,"=""""","=""""",0,3.73,Thought Catalog Books,Kindle Edition,450,2016,2016,,2024/03/30,to-read,to-read (#74),to-read,,,,0,0
59149,Beware of Pity,Stefan Zweig,"Zweig, Stefan","Phyllis Blewitt, Trevor Blewitt","=""""","=""""",0,4.26,NYRB Classics,Paperback,353,2006,1939,,2024/03/30,to-read,to-read (#73),to-read,,,,0,0
4442700,Climate Wars,Gwynne Dyer,"Dyer, Gwynne",,"=""0307355837""","=""9780307355836""",4,3.86,Random House Canada,Hardcover,288,2008,2008,2024/03/27,2024/03/27,,,read,,,,1,0
59575929,The Light We Give: How Sikh Wisdom Can Transform Your Life,Simran Jeet Singh,"Singh, Simran Jeet",,"=""0593087976""","=""9780593087978""",0,4.20,Riverhead Books,Hardcover,320,2022,,,2024/03/26,to-read,to-read (#71),to-read,,,,0,0
37570546,"Maybe You Should Talk to Someone: A Therapist, Her Therapist, and Our Lives Revealed",Lori Gottlieb,"Gottlieb, Lori",,"=""1328662055""","=""9781328662057""",0,4.37,Harper,Hardcover,415,2019,2019,,2024/03/26,to-read,to-read (#70),to-read,,,,0,0
7072758,Animals,Don LePan,"LePan, Don",,"=""""","=""""",0,3.63,Broadview Press,Paperback,172,2009,2009,,2024/03/26,to-read,to-read (#69),to-read,,,,0,0
55410610,Panenka,Ronan Hession,"Hession, Ronan",,"=""1910422673""","=""9781910422670""",0,3.98,Bluemoose ,Hardcover,164,2021,2021,,2022/09/01,to-read,to-read (#28),to-read,,,,0,0
38462,Giovanni’s Room,James Baldwin,"Baldwin, James",,"=""""","=""""",0,4.34,Penguin,Paperback,159,2000,1956,,2021/03/12,to-read,to-read (#10),to-read,,,,0,0
41795733,Range: Why Generalists Triumph in a Specialized World,David   Epstein,"Epstein, David",,"=""0735214484""","=""9780735214484""",0,4.13,Riverhead Books,Hardcover,339,2019,2019,,2024/03/25,to-read,to-read (#68),to-read,,,,0,0
38232376,"Nine Pints: A Journey Through the Money, Medicine, and Mysteries of Blood",Rose George,"George, Rose",,"=""1627796371""","=""9781627796378""",0,3.82,Metropolitan Books,Hardcover,289,2018,2018,,2024/03/25,to-read,to-read (#67),to-read,,,,0,0
49090884,Tender Is the Flesh,Agustina Bazterrica,"Bazterrica, Agustina",Sarah Moses,"=""""","=""""",0,3.77,Scribner,Paperback,209,2020,2017,,2022/02/23,to-read,to-read (#25),to-read,,,,0,0
25899336,When Breath Becomes Air,Paul Kalanithi,"Kalanithi, Paul",Abraham   Verghese,"=""0812988418""","=""9780812988413""",0,4.41,Random House,Kindle Edition,208,2016,2016,,2023/03/25,to-read,to-read (#32),to-read,,,,0,0
49552,The Stranger,Albert Camus,"Camus, Albert",Matthew  Ward,"=""""","=""""",0,4.03,Vintage International,Paperback,123,1989,1942,,2021/03/02,to-read,to-read (#3),to-read,,,,0,0
7641110,Life Is What You Make It: Find Your Own Path to Fulfillment,Peter Buffett,"Buffett, Peter",,"=""0307464717""","=""9780307464712""",0,3.80,Crown Archetype,Hardcover,272,2010,2010,,2024/03/16,to-read,to-read (#66),to-read,,,,0,0
60049471,The Day I Die: The Untold Story of Assisted Dying in America,Anita Hannig,"Hannig, Anita",,"=""1728244919""","=""9781728244914""",0,4.35,Sourcebooks,Hardcover,320,2022,,,2024/03/16,to-read,to-read (#65),to-read,,,,0,0
139400713,Martyr!,Kaveh Akbar,"Akbar, Kaveh",,"=""0593537610""","=""9780593537619""",0,4.17,Knopf,Hardcover,331,2024,2024,,2024/03/06,to-read,to-read (#63),to-read,,,,0,0
189531,The Man Who Fed the World: Nobel Peace Prize Laureate Norman Borlaug and His Battle to End World Hunger,Leon Hesser,"Hesser, Leon",Jimmy Carter,"=""1930754906""","=""9781930754904""",0,3.83,Durban House Pub Co Inc,Hardcover,297,2006,2006,,2024/03/05,to-read,to-read (#62),to-read,,,,0,0
35957157,Thinking in Bets: Making Smarter Decisions When You Don't Have All the Facts,Annie Duke,"Duke, Annie",,"=""0735216355""","=""9780735216358""",0,3.82,Portfolio,Hardcover,288,2018,2018,,2024/02/28,to-read,to-read (#59),to-read,,,,0,0
46199,Letters to a Young Poet,Rainer Maria Rilke,"Rilke, Rainer Maria","Franz Xaver Kappus, Reginald Snell","=""0486422453""","=""9780486422459""",4,4.28,Dover Publications,Paperback,80,2002,1929,2024/03/04,2022/03/17,,,read,,,,1,0
60151826,I'm a Fan,Sheena Patel,"Patel, Sheena",,"=""""","=""""",0,3.24,Rough Trade Books,Unknown Binding,207,2022,2022,2024/01/01,2024/02/27,dnf,dnf (#5),read,,,,1,0
25744928,Deep Work: Rules for Focused Success in a Distracted World,Cal Newport,"Newport, Cal",,"=""1455586692""","=""9781455586691""",0,4.16,Grand Central Publishing,Hardcover,296,2016,2016,,2024/02/28,to-read,to-read (#61),to-read,,,,0,0
10639,The Paradox of Choice: Why More Is Less,Barry Schwartz,"Schwartz, Barry",,"=""0060005696""","=""9780060005696""",0,3.83,Harper Perennial,Paperback,265,2005,2004,,2024/02/28,to-read,to-read (#57),to-read,,,,0,0
13525945,So Good They Can't Ignore You: Why Skills Trump Passion in the Quest for Work You Love,Cal Newport,"Newport, Cal",,"=""1455509108""","=""9781455509102""",0,4.07,Business Plus,Kindle Edition,288,2012,2012,,2024/02/28,to-read,to-read (#56),to-read,,,,0,0
142402923,Feel-Good Productivity: How to Do More of What Matters to You,Ali  Abdaal,"Abdaal, Ali",,"=""1250865034""","=""9781250865038""",0,3.98,Celadon Books,Hardcover,304,2023,2023,,2024/01/05,to-read,to-read (#41),to-read,,,,0,0
92303,The Importance of Being Earnest,Oscar Wilde,"Wilde, Oscar",,"=""158049580X""","=""9781580495806""",0,4.17,Prestwick House,Paperback,89,2005,1895,,2024/02/23,to-read,to-read (#54),to-read,,,,0,0
41022133,Colorless Tsukuru Tazaki and His Years of Pilgrimage,Haruki Murakami,"Murakami, Haruki",,"=""0385352115""","=""9780385352116""",2,3.87,Vintage Books,Paperback,308,2014,2013,,2021/03/02,,,read,,,,1,0
59364173,I'm Glad My Mom Died,Jennette McCurdy,"McCurdy, Jennette",,"=""""","=""""",0,4.44,Simon & Schuster,ebook,320,2022,2022,,2022/08/27,to-read,to-read (#26),to-read,,,,0,0
123933,No Exit,Jean-Paul Sartre,"Sartre, Jean-Paul",,"=""0573613052""","=""9780573613050""",4,4.11,Concord Theatricals,Paperback,60,1958,1944,,2021/03/02,,,read,,,,1,0
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,"=""""","=""""",4,4.13,Random House: Modern Library,Paperback,272,2004,1890,,2021/03/02,re-reads,re-reads (#2),read,,,,1,0
49455,Notes from Underground,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky, Donald Fanger","=""067973452X""","=""9780679734529""",4,4.17,Vintage Classics,Paperback,136,1994,1864,,2021/03/02,re-reads,re-reads (#1),read,,,,1,0
4900,Heart of Darkness,Joseph Conrad,"Conrad, Joseph",,"=""1892295490""","=""9781892295491""",0,3.43,Green Integer,Paperback,188,2003,1899,,2024/02/05,to-read,to-read (#44),to-read,,,,0,0
18144590,The Alchemist,Paulo Coelho,"Coelho, Paulo",,"=""0062315005""","=""9780062315007""",0,3.92,HarperOne,Paperback,182,2014,1988,,2021/03/02,to-read,to-read (#4),to-read,,,,0,0
160378,The Death of Ivan Ilyich (Russian Texts),Leo Tolstoy,"Tolstoy, Leo",Michael Beresford,"=""185399359X""","=""9781853993596""",0,4.14,Bristol Classical Press,Paperback,160,1998,1886,,2024/02/05,to-read,to-read (#45),to-read,,,,0,0
2165,The Old Man and the Sea,Ernest Hemingway,"Hemingway, Ernest",,"=""0684830493""","=""9780684830490""",0,3.81,Scribner,Hardcover,96,1996,1952,,2024/02/05,to-read,to-read (#43),to-read,,,,0,0
91274427,What You Are Looking For Is in the Library,Michiko Aoyama,"Aoyama, Michiko",Alison Watts,"=""1335005625""","=""9781335005625""",0,4.04,Hanover Square Press,Hardcover,304,2023,2020,,2024/02/06,to-read,to-read (#50),to-read,,,,0,0
78311985,A Shining,Jon Fosse,"Fosse, Jon",Damion Searls,"=""1804270636""","=""9781804270639""",2,3.47,Fitzcarraldo Editions,Paperback,48,2023,2023,2024/02/05,2024/01/07,,,read,,,,1,0
6334,Never Let Me Go,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""1400078776""","=""9781400078776""",0,3.85,Vintage Books ,Paperback,288,2010,2005,,2024/02/05,to-read,to-read (#48),to-read,,,,0,0
32145,Stiff: The Curious Lives of Human Cadavers,Mary Roach,"Roach, Mary",,"=""0393324826""","=""9780393324822""",0,4.06,W. W. Norton  Company,Paperback,304,2004,2003,,2024/02/05,to-read,to-read (#47),to-read,,,,0,0
12543,Bird by Bird,Anne Lamott,"Lamott, Anne",,"=""""","=""""",0,4.24,Anchor,Paperback,238,1995,1994,,2024/02/05,to-read,to-read (#46),to-read,,,,0,0
44525305,The Ride of a Lifetime: Lessons Learned from 15 Years as CEO of the Walt Disney Company,Robert Iger,"Iger, Robert",Joel Lovell,"=""""","=""""",0,4.40,Random House,Hardcover,272,2019,2019,,2024/01/01,to-read,to-read (#39),to-read,,,,0,0
464260,The Fire Next Time,James Baldwin,"Baldwin, James",,"=""067974472X""","=""9780679744726""",0,4.55,Vintage,Paperback,106,1992,1963,,2021/03/12,to-read,to-read (#11),to-read,,,,0,0
1873060,The Go-Giver: A Little Story About a Powerful Business Idea,Bob Burg,"Burg, Bob",John David Mann,"=""159184200X""","=""9781591842002""",3,4.33,Portfolio,Hardcover,133,2007,2007,2024/01/19,2023/11/27,,,read,,,,1,0
55835474,Nightbitch,Rachel Yoder,"Yoder, Rachel",,"=""0385546815""","=""9780385546812""",2,3.43,Doubleday,Hardcover,256,2021,2021,2024/01/15,2023/12/18,,,read,,,,1,0
123183412,Down the Drain,Julia   Fox,"Fox, Julia",,"=""1668011506""","=""9781668011508""",0,4.36,Simon & Schuster,Hardcover,318,2023,2023,,2024/01/13,to-read,to-read (#42),to-read,,,,0,0
44279110,My Year of Rest and Relaxation,Ottessa Moshfegh,"Moshfegh, Ottessa",,"=""0525522131""","=""9780525522133""",0,3.60,Penguin Books,Paperback,289,2019,2018,,2022/08/29,to-read,to-read (#27),to-read,,,,0,0
43890641,Hamnet,Maggie O'Farrell,"O'Farrell, Maggie",,"=""1472223799""","=""9781472223791""",0,4.19,Tinder Press,Hardcover,372,2020,2020,,2021/10/06,"to-read, physical-tbr","to-read (#19), physical-tbr (#1)",to-read,,,,0,0
40603783,The Defining Decade: Why Your Twenties Matter—And How to Make the Most of Them Now,Meg Jay,"Jay, Meg",,"=""""","=""""",0,4.10,Twelve,Kindle Edition,273,2012,2012,,2023/12/19,to-read,to-read (#38),to-read,,,,0,0
36402034,Do Androids Dream of Electric Sheep?,Philip K. Dick,"Dick, Philip K.",,"=""""","=""""",4,4.09,Ballantine Books,ebook,258,2008,1968,2024/01/01,2021/03/02,,,read,,,,1,0
6656,The Divine Comedy: Inferno - Purgatorio - Paradiso,Dante Alighieri,"Alighieri, Dante","Allen Mandelbaum, Eugenio Montale, Peter Armour, Sandro Botticelli","=""0679433139""","=""9780679433132""",3,4.08,Everyman's Library,Hardcover,798,1995,1320,2023/12/20,2021/03/23,,,read,,,,1,0
48987,By Grand Central Station I Sat Down and Wept,Elizabeth  Smart,"Smart, Elizabeth",,"=""0679738045""","=""9780679738046""",0,3.46,Vintage,Paperback,240,1992,1945,,2023/09/11,to-read,to-read (#36),to-read,,,,0,0
54814676,Crying in H Mart,Michelle Zauner,"Zauner, Michelle",,"=""0525657746""","=""9780525657743""",0,4.23,Knopf,Hardcover,256,2021,2021,,2023/09/10,to-read,to-read (#35),to-read,,,,0,0
58733693,Remarkably Bright Creatures,Shelby Van Pelt,"Pelt, Shelby Van",,"=""0063204150""","=""9780063204157""",0,4.36,Ecco,Hardcover,368,2022,2022,,2023/09/10,to-read,to-read (#34),to-read,,,,0,0
4929,Kafka on the Shore,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""""","=""""",0,4.12,Vintage International,Paperback,467,2006,2002,2023/09/09,2021/03/02,dnf,dnf (#4),read,,,,1,0
11297,Norwegian Wood,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""""","=""""",0,3.99,Vintage Books,Paperback,296,2000,1987,,2022/08/26,dnf,dnf (#1),read,,,,1,0
9777,The God of Small Things,Arundhati Roy,"Roy, Arundhati",,"=""0679457313""","=""9780679457312""",0,3.96,Random House,Paperback,321,1997,1997,,2023/02/24,dnf,dnf (#2),read,,,,1,0
5907,"The Hobbit, or There and Back Again",J.R.R. Tolkien,"Tolkien, J.R.R.","Douglas A. Anderson, Michael Hague, Jemima Catlin","=""""","=""""",0,4.30,Houghton Mifflin,Paperback,366,2002,1937,2023/06/04,2022/02/05,dnf,dnf (#3),read,,,,1,0
128029,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,"=""1594489505""","=""9781594489501""",0,4.45,Riverhead Books,Hardcover,372,2007,2007,,2023/03/25,to-read,to-read (#33),to-read,,,,0,0
15811545,A Tale for the Time Being,Ruth Ozeki,"Ozeki, Ruth",,"=""0670026638""","=""9780670026630""",3,4.06,Viking,Hardcover,432,2013,2013,2023/02/05,2022/02/14,,,read,,,,1,0
157993,The Little Prince,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",Richard Howard,"=""0152023984""","=""9780152023980""",3,4.33,"Harcourt, Inc.",Hardcover,96,2000,1943,2022/09/21,2021/03/02,,,read,,,,1,0
60753613,12 Notes: On Life and Creativity,Quincy Jones,"Jones, Quincy","The Weeknd,","=""1647002087""","=""9781647002084""",3,4.29,Abrams Image,Kindle Edition,192,2022,,2022/09/20,2022/06/26,,,read,,,,1,0
41881472,The Psychology of Money,Morgan Housel,"Housel, Morgan",,"=""0857197681""","=""9780857197689""",0,4.29,Harriman House,Paperback,242,2020,2020,,2022/09/11,to-read,to-read (#30),to-read,,,,0,0
95558,Solaris,Stanisław Lem,"Lem, Stanisław","Steve Cox, Joanna Kilmartin","=""""","=""""",3,3.98,Harcourt,Paperback,204,2002,1961,,2021/03/02,,,read,,,,1,0
1099301,"The Name of This Book Is Secret (Secret, #1)",Pseudonymous Bosch,"Bosch, Pseudonymous",,"=""0316113662""","=""9780316113663""",0,4.07,"Little, Brown Books for Young Readers",Hardcover,364,2007,2007,,2022/09/08,to-read,to-read (#29),to-read,,,,0,0
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0061234001""","=""9780061234002""",4,4.01,William Morrow,Hardcover,268,2006,2005,,2021/03/02,,,read,,,,1,0
16181775,"The Rosie Project (Don Tillman, #1)",Graeme Simsion,"Simsion, Graeme",,"=""1476729085""","=""9781476729084""",3,4.01,Simon & Schuster,Hardcover,292,2013,2013,,2021/03/02,,,read,,,,1,0
41104077,Invisible Women: Data Bias in a World Designed for Men,Caroline Criado Pérez,"Pérez, Caroline Criado",,"=""1419729071""","=""9781419729072""",4,4.34,Abrams Press,Hardcover,448,2019,2019,2022/01/29,2021/05/21,,,read,,,,1,0
23961,Marabou Stork Nightmares,Irvine Welsh,"Welsh, Irvine",,"=""0393315630""","=""9780393315639""",0,3.92,W. W. Norton & Company,Paperback,280,1997,1997,,2022/01/27,to-read,to-read (#23),to-read,,,,0,0
10883,Benjamin Franklin: An American Life,Walter Isaacson,"Isaacson, Walter",,"=""074325807X""","=""9780743258074""",3,4.05,Simon & Schuster,Paperback,586,2004,2003,2021/03/26,2021/03/02,,,read,,,,1,0
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""163557563X""","=""9781635575637""",0,4.22,Bloomsbury,Hardcover,272,2020,2020,,2022/01/13,to-read,to-read (#21),to-read,,,,0,0
51496,Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,"Stevenson, Robert Louis","Vladimir Nabokov, Dan Chaon, Jerome Charyn, Simon Vestdijk","=""0451528956""","=""9780451528957""",4,3.83,Signet Classic,Mass Market Paperback,139,2003,1886,,2021/03/02,,,read,,,,1,0
108978,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",4,4.10,Vintage Classics,Paperback,157,2000,1969,2021/03/06,2021/03/02,,,read,,,,1,0
1618,The Curious Incident of the Dog in the Night-Time,Mark Haddon,"Haddon, Mark",,"=""1400032717""","=""9781400032716""",4,3.89,Vintage,Paperback,226,2004,2003,,2021/03/02,,,read,,,,1,0
1622,A Midsummer Night’s Dream,William Shakespeare,"Shakespeare, William","Barbara A. Mowat, Paul Werstine, Alan Durband, Roma Gill, Catherine Belsey, A.R. Braunmuller","=""0743477545""","=""9780743477543""",3,3.94,Simon & Schuster,Mass Market Paperback,298,2016,1595,,2021/03/02,,,read,,,,1,0
35074096,"Mythos: The Greek Myths Retold (Stephen Fry's Great Mythology, #1)",Stephen Fry,"Fry, Stephen",,"=""0718188721""","=""9780718188726""",4,4.26,Michael Joseph,Hardcover,416,2017,2017,2021/11/17,2021/03/27,,,read,,,,1,0
12000020,"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)",Benjamin Alire Sáenz,"Sáenz, Benjamin Alire",,"=""1442408928""","=""9781442408920""",0,4.29,Simon & Schuster Books for Young Readers,Hardcover,390,2012,2012,,2021/09/20,to-read,to-read (#18),to-read,,,,0,0
45047384,"The House in the Cerulean Sea (Cerulean Chronicles, #1)",T.J. Klune,"Klune, T.J.",,"=""""","=""""",0,4.37,Tor Books,Kindle Edition,394,2020,2020,,2021/08/28,to-read,to-read (#17),to-read,,,,0,0
3636,"The Giver (The Giver, #1)",Lois Lowry,"Lowry, Lois",,"=""0385732554""","=""9780385732550""",0,4.12,Ember,Paperback,208,2006,1993,,2021/03/02,to-read,to-read (#16),to-read,,,,0,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",0,3.99,HarperPerennial / Perennial Classics,Paperback,288,1998,1932,,2021/03/02,to-read,to-read (#1),to-read,,,,0,0
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Clear, James",,"=""""","=""""",0,4.32,Avery,Kindle Edition,319,2018,2018,,2021/03/02,to-read,to-read (#6),to-read,,,,0,0
17688,"The Metamorphosis, In the Penal Colony, and Other Stories: The Great Short Works of Franz Kafka",Franz Kafka,"Kafka, Franz","Anne Rice, Joachim Neugroschel, Willa Muir, Edwin Muir","=""0684800705""","=""9780684800707""",4,4.09,Scribner,Paperback,352,2000,1915,,2021/03/03,,,read,,,,1,0
17690,The Trial,Franz Kafka,"Kafka, Franz","Max Brod, Willa Muir, Edwin Muir","=""""","=""""",4,3.94,Vintage,Paperback,255,2001,1925,,2021/03/02,,,read,,,,1,0
7624,Lord of the Flies,William Golding,"Golding, William",,"=""0140283331""","=""9780140283334""",4,3.70,Penguin Books ,Paperback,182,1999,1954,,2021/03/02,,,read,,,,1,0
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,"=""""","=""9798804636129""",3,3.87,Harper,Paperback,212,2016,2016,,2021/03/02,,,read,,,,1,0
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""038549081X""","=""9780385490818""",0,4.15,Anchor Books,Paperback,311,1998,1985,,2021/03/02,to-read,to-read (#8),to-read,,,,0,0
135479,Cat’s Cradle,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",0,4.15,Penguin,Paperback,306,1999,1963,,2021/03/04,to-read,to-read (#9),to-read,,,,0,0
908053,Diana: Her True Story in Her Own Words,Andrew Morton,"Morton, Andrew",,"=""0671024124""","=""9780671024123""",4,3.84,Pocket,Mass Market Paperback,432,1998,1993,,2021/03/22,,,read,,,,1,0
747746,The Curious Case of Benjamin Button,F. Scott Fitzgerald,"Fitzgerald, F. Scott",Calef Brown,"=""1416556052""","=""9781416556053""",3,3.57,Scribner,Paperback,56,2007,1922,2021/03/18,2021/03/02,,,read,,,,1,0
16299,And Then There Were None,Agatha Christie,"Christie, Agatha",,"=""0312330871""","=""9780312330873""",0,4.27,St. Martin's Griffin,Paperback,264,2004,1939,,2021/03/13,to-read,to-read (#12),to-read,,,,0,0
277658,The Pattern on the Stone: The Simple Ideas that Make Computers Work,William Daniel Hillis,"Hillis, William Daniel",,"=""046502596X""","=""9780465025961""",3,4.06,Basic Books,Paperback,176,1999,1998,,2021/03/02,,,read,,,,1,0
18135,Romeo and Juliet,William Shakespeare,"Shakespeare, William",,"=""0743477111""","=""9780743477116""",3,3.74,Washington Square Press,Mass Market Paperback,281,2002,1590,,2021/03/02,,,read,,,,1,0
17563539,The Egg,Andy Weir,"Weir, Andy",,"=""""","=""""",4,4.21,Andy Weir / Galactanet,ebook,3,2009,2009,,2021/03/02,,,read,,,,1,0
900682,An Inspector Calls,J.B. Priestley,"Priestley, J.B.",,"=""3150092183""","=""9783150092187""",3,3.82,Reclam,Paperback,117,1987,1945,,2021/03/02,,,read,,,,1,0
34272565,Life 3.0: Being Human in the Age of Artificial Intelligence,Max Tegmark,"Tegmark, Max",Rob Shapiro,"=""0451485076""","=""9780451485076""",4,4.00,Random House Audio,Audio CD,384,2035,2017,,2021/03/02,,,read,,,,1,0
