Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
34921573,Lost Connections: Uncovering the Real Causes of Depression - and the Unexpected Solutions,Johann Hari,"Hari, Johann",,"=""163286830X""","=""9781632868305""",0,4.26,Bloomsbury USA,Hardcover,322,2018,2018,,2025/04/19,to-read,to-read (#159),to-read,,,,0,0
21412226,"The Like Switch: An Ex-FBI Agent's Guide to Influencing, Attracting, and Winning People Over (The Like Switch Series)",Jack Schafer,"Schafer, Jack",Marvin Karlins,"=""1476754489""","=""9781476754482""",0,3.89,Atria Books,Paperback,288,2015,2015,,2025/04/19,to-read,to-read (#157),to-read,,,,0,0
59883574,Platonic: How the Science of Attachment Can Help You Make—and Keep—Friends,Marisa G. Franco,"Franco, Marisa G.",,"=""0593331893""","=""9780593331897""",0,4.04,G.P. Putnam's Sons,Hardcover,336,2022,2022,,2025/04/19,to-read,to-read (#156),to-read,,,,0,0
3869,A Brief History of Time,Stephen Hawking,"Hawking, Stephen",,"=""0553380168""","=""9780553380163""",0,4.21,Bantam Books,Paperback,226,1998,1988,,2025/04/15,to-read,to-read (#155),to-read,,,,0,0
38746485,Becoming,Michelle Obama,"Obama, Michelle",,"=""1524763136""","=""9781524763138""",0,4.44,Crown,Hardcover,448,2018,2018,,2025/04/15,to-read,to-read (#154),to-read,,,,0,0
8520610,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"Cain, Susan",,"=""0307352145""","=""9780307352149""",0,4.08,Crown Publishers,Hardcover,333,2012,2012,,2025/04/15,to-read,to-read (#153),to-read,,,,0,0
127441416,The Diary of a Young Girl,Anne Frank,"Frank, Anne",,"=""""","=""""",0,4.20,Bantam Books,Mass Market Paperback,256,1994,1947,,2025/04/15,to-read,to-read (#152),to-read,,,,0,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,4.34,Vintage,Paperback,512,2015,2011,,2025/04/15,to-read,to-read (#151),to-read,,,,0,0
17607,All About Love: New Visions,bell hooks,"hooks, bell",,"=""0688168442""","=""9780688168445""",0,4.01,William Morrow,Hardcover,240,1999,1999,,2025/04/15,to-read,to-read (#150),to-read,,,,0,0
849380,The Seven Principles for Making Marriage Work: A Practical Guide from the Country's Foremost Relationship Expert,John M. Gottman,"Gottman, John M.",Nan Silver,"=""0609805797""","=""9780609805794""",0,4.26,Harmony,Paperback,271,1999,1999,,2025/04/15,to-read,to-read (#149),to-read,,,,0,0
2153780,Hold Me Tight,Sue Johnson,"Johnson, Sue",,"=""031611300X""","=""9780316113007""",0,4.12,"Little, Brown Spark",Hardcover,300,2008,2008,,2025/04/15,to-read,to-read (#148),to-read,,,,0,0
44788001,The Emotionally Intelligent Leader,Daniel Goleman,"Goleman, Daniel",,"=""1633697339""","=""9781633697331""",0,3.84,Harvard Business Review Press,Hardcover,128,2019,,,2025/04/15,to-read,to-read (#147),to-read,,,,0,0
71730,Nonviolent Communication: A Language of Life,Marshall B. Rosenberg,"Rosenberg, Marshall B.",Arun Gandhi,"=""1892005034""","=""9781892005038""",0,4.33,Puddledancer Press,Paperback,220,2003,1999,,2025/04/15,to-read,to-read (#146),to-read,,,,0,0
13588356,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,"Brown, Brené",,"=""1592407331""","=""9781592407330""",0,4.29,Avery,Hardcover,287,2012,2012,,2025/04/15,to-read,to-read (#145),to-read,,,,0,0
27209485,"Emotional Agility: Get Unstuck, Embrace Change, and Thrive in Work and Life",Susan  David,"David, Susan",,"=""1592409490""","=""9781592409495""",0,3.98,Avery,Hardcover,288,2016,2016,,2025/04/15,to-read,to-read (#144),to-read,,,,0,0
43782400,Permission to Feel: The Power of Emotional Intelligence to Achieve Well-Being and Success,Marc Brackett,"Brackett, Marc",,"=""1250212847""","=""9781250212849""",0,4.17,Celadon Books,Hardcover,304,2019,2019,,2025/04/15,to-read,to-read (#143),to-read,,,,0,0
26329,Emotional Intelligence: Why It Can Matter More Than IQ,Daniel Goleman,"Goleman, Daniel",,"=""055380491X""","=""9780553804911""",0,4.05,Bantam,Hardcover,352,2006,1995,,2025/04/15,to-read,to-read (#142),to-read,,,,0,0
9547888,Attached: The New Science of Adult Attachment and How It Can Help You Find—and Keep—Love,Amir Levine,"Levine, Amir",Rachel Heller,"=""1585428485""","=""9781585428489""",0,4.13,Tarcher,Hardcover,304,2010,2010,,2025/04/15,to-read,to-read (#141),to-read,,,,0,0
40745,Mindset: The New Psychology of Success,Carol S. Dweck,"Dweck, Carol S.",,"=""""","=""""",0,4.09,Random House,Hardcover,276,2006,2006,,2025/04/15,to-read,to-read (#140),to-read,,,,0,0
7015403,The Gifts of Imperfection,Brené Brown,"Brown, Brené",,"=""159285849X""","=""9781592858491""",0,4.25,Hazelden,Paperback,137,2010,2010,,2025/04/15,to-read,to-read (#139),to-read,,,,0,0
56616095,The Bell Jar,Sylvia Plath,"Plath, Sylvia","Frances McCullough, Lois Ames","=""0060837020""","=""9780060837020""",0,4.05,Harper Perennial,Paperback,288,2006,1963,,2025/04/15,to-read,to-read (#138),to-read,,,,0,0
1934,"Little Women (Little Women, #1)",Louisa May Alcott,"Alcott, Louisa May","Regina Barreca, Grzegorz Komerski, Marta Fihel","=""""","=""""",0,4.17,Signet Classics,Mass Market Paperback,449,2004,1868,,2025/04/15,to-read,to-read (#137),to-read,,,,0,0
22557272,The Girl on the Train,Paula Hawkins,"Hawkins, Paula",,"=""1594633665""","=""9781594633669""",0,3.96,Riverhead Books,Hardcover,336,2015,2015,,2025/04/15,to-read,to-read (#136),to-read,,,,0,0
29044,The Secret History,Donna Tartt,"Tartt, Donna",,"=""1400031702""","=""9781400031702""",0,4.15,Vintage Books,Paperback,559,2004,1992,,2025/04/15,to-read,to-read (#135),to-read,,,,0,0
929,Memoirs of a Geisha,Arthur Golden,"Golden, Arthur",,"=""1400096898""","=""9781400096893""",0,4.16,Vintage Books USA,Mass Market Paperback,503,2005,1997,,2025/04/15,to-read,to-read (#134),to-read,,,,0,0
7144,Crime and Punishment,Fyodor Dostoevsky,"Dostoevsky, Fyodor","David McDuff, Joseph Frank","=""""","=""""",0,4.28,Penguin,Paperback,671,2002,1866,,2025/04/15,to-read,to-read (#133),to-read,,,,0,0
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,"=""0307265439""","=""9780307265432""",0,4.00,Alfred A. Knopf,Hardcover,241,2006,2006,,2025/04/15,to-read,to-read (#132),to-read,,,,0,0
320,One Hundred Years of Solitude,Gabriel García Márquez,"Márquez, Gabriel García",Gregory Rabassa,"=""""","=""""",0,4.12,Harper,Mass Market Paperback,417,2003,1967,,2025/04/15,to-read,to-read (#131),to-read,,,,0,0
35031085,Frankenstein: The 1818 Text,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",Charlotte  Gordon,"=""0143131842""","=""9780143131847""",0,3.90,Penguin Classics,Paperback,260,2018,1818,,2025/04/15,to-read,to-read (#130),to-read,,,,0,0
19288043,Gone Girl,Gillian Flynn,"Flynn, Gillian",,"=""0307588378""","=""9780307588371""",0,4.15,Ballantine Books,Paperback,415,2014,2012,,2025/04/15,to-read,to-read (#129),to-read,,,,0,0
10210,Jane Eyre,Charlotte Brontë,"Brontë, Charlotte",Michael Mason,"=""0142437204""","=""9780142437209""",0,4.16,Penguin,Paperback,532,2003,1847,,2025/04/15,to-read,to-read (#128),to-read,,,,0,0
36809135,Where the Crawdads Sing,Delia Owens,"Owens, Delia",,"=""0735219117""","=""9780735219113""",0,4.37,G.P. Putnam’s Sons,ebook,384,2018,2018,,2025/04/15,to-read,to-read (#127),to-read,,,,0,0
13079982,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",0,3.97,Simon & Schuster,Kindle Edition,194,2011,1953,,2025/04/15,to-read,to-read (#125),to-read,,,,0,0
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",0,3.80,Back Bay Books,Paperback,277,2001,1951,,2025/04/15,to-read,to-read (#124),to-read,,,,0,0
41733839,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",Jesmyn Ward,"=""""","=""""",0,3.93,Scribner,Paperback,180,2018,1925,,2025/04/15,to-read,to-read (#123),to-read,,,,0,0
61439040,1984,George Orwell,"Orwell, George",Thomas Pynchon,"=""0452284236""","=""9780452284234""",0,4.20,Plume,Paperback,368,2022,1949,,2025/04/15,to-read,to-read (#122),to-read,,,,0,0
30165203,"American Gods: Tenth Anniversary (American Gods, #1)",Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",0,4.10,William Morrow,Kindle Edition,635,2011,2001,,2025/04/15,to-read,to-read (#121),to-read,,,,0,0
1772910,White Nights,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Olga Shartse, Fyodor Dostoyevsky","=""""","=""""",0,4.08,,Paperback,82,1848,1848,,2025/04/15,to-read,to-read (#120),to-read,,,,0,0
123857637,Never Split the Difference: Negotiating as if Your Life Depended on It,Chris Voss,"Voss, Chris",Tahl Raz,"=""1847941494""","=""9781847941497""",0,4.34,Random House Business,Paperback,274,2023,2016,,2025/04/02,to-read,to-read (#119),to-read,,,,0,0
15014,Crucial Conversations: Tools for Talking When Stakes are High,Kerry Patterson,"Patterson, Kerry","Stephen R. Covey, Joseph Grenny, Ron McMillan, Al Switzler","=""0071401946""","=""9780071401944""",0,4.07,McGraw-Hill,Paperback,240,2002,2002,,2025/04/02,to-read,to-read (#118),to-read,,,,0,0
22249695,"Masterminds (Masterminds, #1)",Gordon Korman,"Korman, Gordon",,"=""0062299964""","=""9780062299963""",0,4.30,Balzer & Bray,Hardcover,336,2015,2015,,2025/03/23,to-read,to-read (#116),to-read,,,,0,0
55145261,The Anthropocene Reviewed: Essays on a Human-Centered Planet,John Green,"Green, John",,"=""0525555218""","=""9780525555216""",0,4.35,Dutton,Hardcover,304,2021,2021,,2024/07/15,to-read,to-read (#105),to-read,,,,0,0
40102,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,"Gladwell, Malcolm","Barry Fox, Irina Henegar","=""0316010669""","=""9780316010665""",3,3.96,Back Bay Books,Paperback,296,2007,2005,2024/11/09,2021/03/02,,,read,,,,1,0
30135182,A Brief History of Everyone Who Ever Lived: The Stories in Our Genes,Adam Rutherford,"Rutherford, Adam",,"=""0297609378""","=""9780297609377""",4,4.03,Weidenfeld & Nicolson,Hardcover,419,2016,2016,2024/10/30,2024/05/31,,,read,,,,1,0
378,The Phantom Tollbooth,Norton Juster,"Juster, Norton","Jules Feiffer, Maurice Sendak","=""0394820371""","=""9780394820378""",0,4.20,Random House Bullseye Books,Paperback,248,1996,1961,,2024/10/19,to-read,to-read (#115),to-read,,,,0,0
70420,The Undercover Economist,Tim Harford,"Harford, Tim",,"=""0195189779""","=""9780195189773""",4,3.81,Oxford University Press,Hardcover,288,2005,2005,2020/03/01,2024/09/20,,,read,,,,1,0
62047992,"Days at the Morisaki Bookshop (Days at the Morisaki Bookshop, #1)",Satoshi Yagisawa,"Yagisawa, Satoshi",Eric Ozawa,"=""0063278677""","=""9780063278677""",0,3.64,Harper Perennial,Paperback,150,2023,2010,,2024/09/19,to-read,to-read (#114),to-read,,,,0,0
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",0,4.17,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,,2021/03/02,"to-read, physical-tbr","to-read (#7), physical-tbr (#7)",to-read,,,,0,0
52379413,Madonna in a Fur Coat,Sabahattin Ali,"Ali, Sabahattin","Maureen Freely, Alexander Dawe","=""0241422264""","=""9780241422267""",0,4.35,Penguin Classics,Paperback,176,2020,1943,,2024/09/15,to-read,to-read (#113),to-read,,,,0,0
29358559,Upstream: Selected Essays,Mary Oliver,"Oliver, Mary",,"=""1594206708""","=""9781594206702""",0,4.16,Penguin Press,Hardcover,178,2016,2016,,2024/08/25,to-read,to-read (#112),to-read,,,,0,0
241823,Women Who Run With the Wolves,Clarissa Pinkola Estés,"Estés, Clarissa Pinkola",,"=""0345409876""","=""9780345409874""",0,4.11,Ballantine Books,Paperback,537,1995,1992,,2024/08/12,to-read,to-read (#111),to-read,,,,0,0
248665,"A Spy in the House of Love (Cities of the Interior, #4)",Anaïs Nin,"Nin, Anaïs",,"=""0671871390""","=""9780671871390""",0,3.72,Pocket Books,Mass Market Paperback,166,1994,1954,2024/08/12,2024/08/10,dnf,dnf (#10),read,,,,1,0
24453082,Big Magic: Creative Living Beyond Fear,Elizabeth Gilbert,"Gilbert, Elizabeth",,"=""1594634718""","=""9781594634710""",4,3.96,Riverhead Books,Hardcover,276,2015,2015,2024/08/09,2023/09/22,,,read,,,,1,0
46041465,Everything I Know About Love,Dolly Alderton,"Alderton, Dolly",,"=""0062968785""","=""9780062968784""",0,3.94,Harper,Hardcover,368,2020,2018,,2024/05/27,to-read,to-read (#110),to-read,,,,1,0
59151,Chess Story,Stefan Zweig,"Zweig, Stefan","Peter Gay, Joel Rotenberg, Стефан Цвайг","=""1590171691""","=""9781590171691""",0,4.27,NYRB Classics,Paperback,104,2005,1942,,2024/07/25,to-read,to-read (#109),to-read,,,,0,0
18918079,The Post-Office Girl,Stefan Zweig,"Zweig, Stefan",Joel Rotenberg,"=""1590175905""","=""9781590175903""",0,4.14,NYRB Classics,Kindle Edition,274,2011,1982,,2024/07/25,to-read,to-read (#108),to-read,,,,0,0
30186948,Think and Grow Rich,Napoleon Hill,"Hill, Napoleon","Bill Hartley, Ann Hartley, Ben Holden-Crowther, Muhammad Ghous Siddiqui","=""""","=""""",0,4.17,,Paperback,233,2016,2014,2024/07/24,2024/07/24,summary-read,summary-read (#10),read,,,,1,0
54996,Transparent Things,Vladimir Nabokov,"Nabokov, Vladimir",,"=""0679725415""","=""9780679725411""",0,3.63,Knopf Doubleday Publishing Group,Paperback,105,1989,1972,,2023/02/17,"to-read, physical-tbr","to-read (#31), physical-tbr (#6)",to-read,,,,0,0
3526,"First Love, Last Rites",Ian McEwan,"McEwan, Ian",,"=""0679750193""","=""9780679750192""",3,3.62,Vintage Books,Paperback,165,1994,1975,2024/07/24,2024/07/13,,,read,,,,1,0
6553843,Hard Rain Falling,Don Carpenter,"Carpenter, Don",George P. Pelecanos,"=""1590173244""","=""9781590173244""",0,4.08,NYRB Classics,Paperback,308,2009,1966,,2024/07/23,to-read,to-read (#107),to-read,,,,0,0
6294,"Howl’s Moving Castle (Howl’s Moving Castle, #1)",Diana Wynne Jones,"Jones, Diana Wynne",,"=""006441034X""","=""9780064410342""",0,4.29,Harper Trophy,Mass Market Paperback,329,2001,1986,,2024/07/19,to-read,to-read (#106),to-read,,,,0,0
6751,Consider the Lobster and Other Essays,David Foster Wallace,"Wallace, David Foster",,"=""0316156116""","=""9780316156110""",0,4.18,"Little, Brown and Company",Hardcover,343,2005,2005,,2024/07/15,to-read,to-read (#104),to-read,,,,0,0
424,Slouching Towards Bethlehem,Joan Didion,"Didion, Joan",,"=""""","=""""",0,4.18,Farrar Straus Giroux,Paperback,238,2008,1968,,2024/07/15,to-read,to-read (#103),to-read,,,,0,0
386162,"The Hitchhiker’s Guide to the Galaxy (The Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",0,4.22,Del Rey,Paperback,193,2007,1979,,2021/03/02,to-read,to-read (#5),to-read,,,,0,0
4016515,Letter to My Daughter,Maya Angelou,"Angelou, Maya",,"=""1400066123""","=""9781400066124""",0,4.09,Random House,Hardcover,192,2008,1987,,2021/04/21,to-read,to-read (#15),to-read,,,,0,0
113205,Heart of a Dog,Mikhail Bulgakov,"Bulgakov, Mikhail","Mirra Ginsburg, Михаил Афанасьевич Булгаков, Michail Bulgakov","=""0802150594""","=""9780802150592""",0,4.08,Grove Press,Paperback,123,1994,1925,,2021/03/17,to-read,to-read (#13),to-read,,,,0,0
24874312,"The Nose (Penguin Little Black Classics, #46)",Nikolai Gogol,"Gogol, Nikolai",,"=""0141397527""","=""9780141397528""",0,3.71,Penguin Classics,Mass Market Paperback,53,2015,1836,,2024/03/30,to-read,to-read (#72),to-read,,,,0,0
24874303,"The Tell-Tale Heart (Penguin Little Black Classics, #31)",Edgar Allan Poe,"Poe, Edgar Allan",,"=""0141397268""","=""9780141397269""",0,4.24,Penguin Classics,Paperback,48,2015,1843,,2024/04/23,to-read,to-read (#87),to-read,,,,0,0
6219656,The Lottery,Shirley Jackson,"Jackson, Shirley",,"=""1563127873""","=""9781563127878""",0,4.04,Perfection Learning,Paperback,30,1990,1948,,2024/07/15,to-read,to-read (#102),to-read,,,,0,0
286957,The Yellow Wall-Paper,Charlotte Perkins Gilman,"Gilman, Charlotte Perkins",Elaine R. Hedges,"=""1558611584""","=""9781558611580""",4,4.07,The Feminist Press at CUNY,Paperback,62,1996,1892,2024/07/09,2024/05/22,,,read,,,,1,0
168668,Catch-22,Joseph Heller,"Heller, Joseph",,"=""0684833395""","=""9780684833392""",0,3.99,Simon & Schuster ,Paperback,453,2004,1961,,2021/03/02,"to-read, physical-tbr","to-read (#2), physical-tbr (#2)",to-read,,,,0,0
28686959,Based on a True Story: A Memoir,Norm Macdonald,"Macdonald, Norm",,"=""0812993624""","=""9780812993622""",0,4.03,Random House,Hardcover,256,2016,2016,,2024/01/04,to-read,to-read (#40),to-read,,,,0,0
285092,High Fidelity,Nick Hornby,"Hornby, Nick",,"=""1573225517""","=""9781573225519""",0,3.90,Riverhead Books,Paperback,323,1996,1995,,2024/07/08,to-read,to-read (#101),to-read,,,,0,0
123416634,Such a Good Liar,Sue Wallman,"Wallman, Sue",,"=""""","=""""",0,3.28,Sourcebooks Fire,Kindle Edition,301,2023,2022,2024/07/06,2024/02/28,dnf,dnf (#9),read,,,,1,0
12067,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"Pratchett, Terry",Neil Gaiman,"=""""","=""""",0,4.25,William Morrow Paperbacks,Mass Market Paperback,491,2006,1990,,2024/06/25,to-read,to-read (#100),to-read,,,,0,0
9951114,Earwig and the Witch,Diana Wynne Jones,"Jones, Diana Wynne",Marion Lindsay,"=""0007416857""","=""9780007416851""",3,3.58,Harper Collins,Hardcover,140,2011,2011,2024/06/25,2024/04/02,,,read,,,,1,0
40740914,If Cats Disappeared from the World,Genki Kawamura,"Kawamura, Genki",Eric Selland,"=""1509889175""","=""9781509889174""",4,3.79,Picador,Paperback,202,2018,2012,2024/06/15,2024/05/31,,,read,,,,1,0
10569,On Writing: A Memoir of the Craft,Stephen        King,"King, Stephen",,"=""0743455967""","=""9780743455961""",0,4.34,Pocket Books,Mass Market Paperback,320,2002,2000,,2024/04/07,to-read,to-read (#77),to-read,,,,0,0
43306206,"The Courage to Be Disliked: How to Free Yourself, Change Your Life and Achieve Real Happiness",Ichiro Kishimi,"Kishimi, Ichiro",Fumitake Koga,"=""""","=""""",0,3.92,Allen & Unwin,Paperback,288,2019,2013,,2024/04/07,to-read,to-read (#78),to-read,,,,0,0
28819132,A Little History of Religion,Richard Holloway,"Holloway, Richard",,"=""0300208839""","=""9780300208832""",0,4.21,Yale University Press,Hardcover,256,2016,2016,,2024/04/07,to-read,to-read (#79),to-read,,,,0,0
230733,Straw Dogs: Thoughts on Humans and Other Animals,John   Gray,"Gray, John",,"=""1862075964""","=""9781862075962""",0,3.93,Granta Books,Paperback,246,2003,2002,,2024/04/08,to-read,to-read (#80),to-read,,,,0,0
125116554,Same as Ever: A Guide to What Never Changes,Morgan Housel,"Housel, Morgan",,"=""""","=""9780593332702""",0,4.16,Portfolio,Hardcover,240,2023,2023,,2024/04/08,to-read,to-read (#82),to-read,,,,0,0
20893477,How We Got to Now: Six Innovations That Made the Modern World,Steven Johnson,"Johnson, Steven",,"=""1594632960""","=""9781594632969""",0,4.12,Riverhead Books,Hardcover,293,2014,2014,,2024/04/26,to-read,to-read (#88),to-read,,,,0,0
90590134,"The Coming Wave: Technology, Power, and the Twenty-first Century's Greatest Dilemma",Mustafa Suleyman,"Suleyman, Mustafa",Michael Bhaskar,"=""0593593952""","=""9780593593950""",0,3.81,Crown,Hardcover,332,2023,2023,,2024/04/30,to-read,to-read (#90),to-read,,,,0,0
615570,The Artist's Way: A Spiritual Path to Higher Creativity,Julia Cameron,"Cameron, Julia",,"=""1585421464""","=""9781585421466""",0,3.96,Jeremy P. Tarcher,Paperback,237,2002,2002,,2023/09/21,to-read,to-read (#37),to-read,,,,0,0
7815,The Year of Magical Thinking,Joan Didion,"Didion, Joan",,"=""1400078431""","=""9781400078431""",0,3.93,Vintage,Paperback,227,2007,2005,,2022/02/05,to-read,to-read (#24),to-read,,,,0,0
32191710,Astrophysics for People in a Hurry,Neil deGrasse Tyson,"Tyson, Neil deGrasse",,"=""0393609391""","=""9780393609394""",0,4.08,W. W. Norton & Company,Hardcover,223,2017,2017,,2024/02/08,to-read,to-read (#51),to-read,,,,0,0
198220896,Talk to Strangers: The Yes Theory Story,Matt Dahlia,"Dahlia, Matt",Derin Emre,"=""""","=""9798988849834""",0,4.36,Yes Theory LLC,Kindle Edition,234,2023,2023,,2024/02/05,to-read,to-read (#49),to-read,,,,0,0
40611510,The Last Lecture,Randy Pausch,"Pausch, Randy",Jeffrey Zaslow,"=""""","=""""",0,4.26,Hachette Books,Kindle Edition,217,2008,2008,,2024/05/12,to-read,to-read (#91),to-read,,,,0,0
24612009,"Every Time I Find the Meaning of Life, They Change It: Wisdom of the Great Philosophers on How to Live",Daniel Klein,"Klein, Daniel",,"=""0143126792""","=""9780143126799""",0,3.95,Penguin Group USA,Hardcover,210,2015,2015,,2024/04/14,to-read,to-read (#84),to-read,,,,0,0
6900,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",Mitch Albom,"Albom, Mitch",,"=""""","=""""",0,4.20,Warner,Paperback,210,2000,1997,,2024/05/12,to-read,to-read (#92),to-read,,,,0,0
52036,Siddhartha,Hermann Hesse,"Hesse, Hermann","Hilda Rosner, Zigmantas Ardickas","=""""","=""""",0,4.08,Bantam Books,Mass Market Paperback,152,1981,1922,,2024/02/23,to-read,to-read (#55),to-read,,,,0,0
24965,Fear and Trembling,Søren Kierkegaard,"Kierkegaard, Søren",Alastair Hannay,"=""0143037579""","=""9780143037576""",0,4.00,Penguin Books,Paperback,152,2006,1843,,2024/02/28,to-read,to-read (#60),to-read,,,,0,0
24874370,The Dhammapada,Anonymous,"Anonymous, Anonymous",Juan Mascaró,"=""0141398817""","=""9780141398815""",0,4.27,Penguin Classics,Mass Market Paperback,152,2015,-400,,2024/04/23,to-read,to-read (#84),to-read,,,,0,0
123271313,Free for All: Why the NHS Is Worth Saving,Gavin Francis,"Francis, Gavin",,"=""1800819269""","=""9781800819269""",0,4.16,Wellcome Collection,Kindle Edition,112,2023,,,2024/03/16,to-read,to-read (#64),to-read,,,,0,0
36481028,4000 Weeks,Robert Bosman,"Bosman, Robert",,"=""0986932825""","=""9780986932823""",0,3.91,2BeWise,Kindle Edition,164,2011,2011,,2024/04/08,to-read,to-read (#81),to-read,,,,0,0
781844,"On Death and Dying: What the Dying Have to Teach Doctors, Nurses, Clergy and Their Own Families",Elisabeth Kübler-Ross,"Kübler-Ross, Elisabeth",,"=""0684839385""","=""9780684839387""",0,4.16,Scribner,Paperback,288,1997,1969,,2021/03/23,to-read,to-read (#14),to-read,,,,0,0
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316017922""","=""9780316017923""",4,4.19,"Little, Brown and Company",Hardcover,309,2008,2008,2024/06/09,2021/03/02,,,read,,,,1,0
623647,Present Moment Wonderful Moment: Mindfulness Verses for Daily Living,Thich Nhat Hanh,"Hanh, Thich Nhat","Mayumi Oda, Annabel Laity","=""093807721X""","=""9780938077213""",3,4.34,Parallax Press,Paperback,78,1990,,2024/06/08,2024/04/14,,,read,,,,1,0
177148776,It Lasts Forever and Then It's Over,Anne de Marcken,"Marcken, Anne de",,"=""0811237850""","=""9780811237857""",0,3.66,New Directions,Paperback,128,2024,2024,,2024/06/08,to-read,to-read (#99),to-read,,,,0,0
89717,The Haunting of Hill House,Shirley Jackson,"Jackson, Shirley",Laura Miller,"=""0143039989""","=""9780143039983""",0,3.81,Penguin Classics,Paperback,182,2006,1959,,2024/06/03,to-read,to-read (#98),to-read,,,,0,0
1885,Pride and Prejudice,Jane Austen,"Austen, Jane",Anna Quindlen,"=""1441341706""","=""9781441341709""",0,4.29,Modern Library,Paperback,279,2023,1813,2019/08/31,2024/05/31,dnf,dnf (#8),read,,,,1,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""0060935464""","=""9780060935467""",0,4.26,Harper Perennial Modern Classics ,Paperback,323,2006,1960,,2024/05/31,"to-read, physical-tbr","to-read (#97), physical-tbr (#5)",to-read,,,,0,0
18478222,Twelve Years a Slave,Solomon Northup,"Northup, Solomon","Karolyn Smardz Frost, Sue Eakin, Joseph Logsdon, Eric Ashley Hairston","=""0989794806""","=""9780989794800""",0,4.23,Eakin Films & Publishing,ebook,363,2013,1853,,2024/05/31,"to-read, physical-tbr","to-read (#96), physical-tbr (#4)",to-read,,,,0,0
50398,Northanger Abbey,Jane Austen,"Austen, Jane",Alfred Mac Adam,"=""1593082649""","=""9781593082642""",0,3.85,Barnes & Noble Classics,Paperback,260,2005,1817,,2024/05/31,"to-read, physical-tbr","to-read (#95), physical-tbr (#3)",to-read,,,,0,0
258079,The Go-Between,L.P. Hartley,"Hartley, L.P.",Colm Tóibín,"=""0940322994""","=""9780940322998""",0,4.01,New York Review of Books,Paperback,326,2002,1953,,2024/05/27,to-read,to-read (#94),to-read,,,,0,0
112974860,How to Know a Person: The Art of Seeing Others Deeply and Being Deeply Seen,David  Brooks,"Brooks, David",,"=""059323006X""","=""9780593230084""",0,4.05,Random House,Kindle Edition,306,2023,2023,,2024/05/26,to-read,to-read (#93),to-read,,,,0,0
52867387,Beach Read,Emily Henry,"Henry, Emily",,"=""1984806734""","=""9781984806734""",0,3.97,Berkley,Paperback,358,2020,2020,2024/05/25,2024/05/15,dnf,dnf (#7),read,,,,1,0
24874324,How Much Land Does a Man Need?,Leo Tolstoy,"Tolstoy, Leo",Ronald Wilks,"=""0141397748""","=""9780141397740""",4,4.11,Penguin Classics,Paperback,64,2015,1886,2024/05/25,2024/04/13,,,read,,,,1,0
11346,Sula,Toni Morrison,"Morrison, Toni",,"=""0452283868""","=""9780452283862""",0,4.05,Plume,Paperback,174,2002,1973,,2024/02/11,to-read,to-read (#52),to-read,,,,0,0
170548,Don't Sweat the Small Stuff ... and It's All Small Stuff: Simple Ways to Keep the Little Things From Taking Over Your Life,Richard Carlson,"Carlson, Richard",,"=""073380084X""","=""9780733800849""",0,4.00,Bantam,Mass Market Paperback,248,1997,1997,2024/05/12,2024/04/01,summary-read,summary-read (#9),read,,,,1,0
4069,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",0,4.37,Beacon Press,Paperback,165,2006,1946,,2024/02/28,to-read,to-read (#58),to-read,,,,0,0
227552,10 Days to Faster Reading,The Princeton Language Institute,"Institute, The Princeton Language","Abby Marks Beale, Эбби Маркс-Бил","=""0446676675""","=""9780446676670""",0,3.84,Grand Central Publishing,Paperback,206,2001,2001,2024/05/03,2024/05/03,summary-read,summary-read (#8),read,,,,1,0
